Row Labels,Category
forward nearly,Null
found true,Null
found warehouse,Null
framework might,Null
fraudulent top,Null
frequent escalations,Null
freshers also,Null
friendly cordial,Null
friends advice,Null
friends industry,Null
front lines,Null
fulfilling career,Null
fun advice,Null
fun helpfu,Null
functions every,Null
future outlook,Null
gaps helpfu,Null
gbg scaled,Null
gcp bit,Null
gender gaps,Null
genuine strides,Null
genuine timely,Null
genuinely look,Null
get angry,Null
get away,Null
get comfortable,Null
get day,Null
get helpfu,Null
get high,Null
get mad,Null
get new,Null
get positions,Null
get reorg,Null
get trap,Null
get want,Null
get working,Null
gets quite,Null
gets stressful,Null
getting big,Null
getting complicated,Null
getting rid,Null
getting worse,Null
give dignity,Null
give genuine,Null
give less,Null
give people,Null
give power,Null
give priorities,Null
give raises,Null
give real,Null
give without,Null
given management,Null
given project,Null
globe without,Null
go get,Null
go souls,Null
goals advice,Null
goals align,Null
goals met,Null
goes smoothly,Null
going bathroom,Null
going focus,Null
gone window,Null
good bad,Null
good dont,Null
good expect,Null
good pay,Null
good think,Null
google amazing,Null
google lot,Null
got monotonous,Null
governance helpfu,Null
government helpfu,Null
graduate 2017,Null
graduate training,Null
graduates gone,Null
great anything,Null
great except,Null
great finding,Null
great helpful,Null
great hob,Null
great lets,Null
great lots,Null
great progress,Null
great reviews,Null
great see,Null
greater advice,Null
greatly promise,Null
grouping favoritism,Null
groups among,Null
grow advice,Null
grow professionally,Null
growing really,Null
growth depends,Null
guide move,Null
guys need,Null
habits need,Null
hand scale,Null
happen customer,Null
happened fb,Null
happy stay,Null
hard advice,Null
hard body,Null
hard bringing,Null
hard continue,Null
hard creative,Null
hard enshrine,Null
hard floors,Null
hard juggle,Null
hard know,Null
hard learning,Null
hard lot,Null
hard really,Null
harder finding,Null
hardware team,Null
harm every,Null
harnessing experience,Null
hate place,Null
hate sometimes,Null
headlines every,Null
health benefit,Null
heard seen,Null
hearing senior,Null
heart sourcing,Null
heavily allow,Null
heavily political,Null
help company,Null
help teams,Null
helpful 34,Null
helpful 40,Null
helpful 41,Null
helpful 54,Null
hierarchy less,Null
high either,Null
high peer,Null
high responsibility,Null
higher ic,Null
higher risk,Null
hipstery also,Null
hire develop,Null
hire freshers,Null
hire full,Null
hire someone,Null
hired graduate,Null
hired helpful,Null
hires despite,Null
hiring real,Null
hiring talent,Null
hit miss,Null
hob helpfu,Null
holidays cool,Null
home car,Null
home roles,Null
hot sometimes,Null
hour work,Null
hours complex,Null
hours difficult,Null
hours intense,Null
hours many,Null
hours operation,Null
hours tight,Null
hours worst,Null
hr mess,Null
hr seems,Null
hr take,Null
hrs hard,Null
huge complicated,Null
hugging someone,Null
hv work,Null
hypergrowth advice,Null
hypocritical culture,Null
ia wa,Null
ic level,Null
ignorant leaderboard,Null
ignored tiktok,Null
illegitimi non,Null
impact company,Null
impact lot,Null
impact really,Null
impact society,Null
implemented process,Null
important positive,Null
improve keep,Null
improve much,Null
improve preserve,Null
improve thank,Null
improve wont,Null
improvements reward,Null
inc helpfu,Null
incentivized genuinely,Null
including hr,Null
including well,Null
inclusion making,Null
inclusion something,Null
inconvinient times,Null
incredible daily,Null
incredibly bureaucratic,Null
independence often,Null
indian managers,Null
indian supported,Null
individual needs,Null
individuals assess,Null
industry comes,Null
industry hires,Null
industry time,Null
inflexible challenging,Null
informal knowledge,Null
information overload,Null
infrastructure much,Null
initiative advice,Null
initiatives great,Null
injury chance,Null
insignificant helpfu,Null
inspirational telling,Null
instead constantly,Null
instead discussing,Null
instead someone,Null
instructions advice,Null
instructions helpfu,Null
integrity crucial,Null
intense around,Null
intense culture,Null
intensive stress,Null
interest netflix,Null
interesting projects,Null
interesting things,Null
internal competition,Null
internal framework,Null
internal reorganizations,Null
internal review,Null
internal sharing,Null
internship helpfu,Null
interviews attempts,Null
interviews best,Null
invest employees,Null
invest retaining,Null
invest top,Null
invested heavily,Null
involve coding,Null
involved given,Null
irrational customers,Null
issue continue,Null
issues comes,Null
issues rest,Null
item retrieve,Null
items 100s,Null
job aka,Null
job better,Null
job got,Null
job statisticians,Null
job tiktok,Null
journal bs,Null
journey change,Null
journey launch,Null
joy around,Null
juggle covid,Null
keep made,Null
keeping updates,Null
know reach,Null
knowledge base,Null
known culture,Null
known nice,Null
knows instead,Null
lack good,Null
lack governance,Null
lack organization,Null
lacks amazing,Null
laid back,Null
lanes helpfu,Null
language agents,Null
language perspective,Null
large corporation,Null
large corps,Null
large organization,Null
last ones,Null
late especially,Null
later helpfu,Null
launch bulletins,Null
launch helpfu,Null
launches drive,Null
lazy make,Null
lead nurture,Null
lead sense,Null
leaderboard leaderboard,Null
leaderboard listen,Null
leaders leading,Null
leaders would,Null
leadership decision,Null
leadership eng,Null
leadership leads,Null
leadership need,Null
leadership press,Null
leading example,Null
leads diversity,Null
leads things,Null
learn companies,Null
learning curve,Null
learning ropes,Null
learning self,Null
least perspective,Null
least revitalize,Null
leave office,Null
leaves give,Null
leaving overnight,Null
left organization,Null
lenient situations,Null
less hard,Null
less leaving,Null
less less,Null
less mechanical,Null
less micro,Null
less opportunity,Null
less upwards,Null
let engineers,Null
let helpfu,Null
let helpful,Null
let less,Null
let nimble,Null
lets hate,Null
level allow,Null
level arguably,Null
level staff,Null
life makes,Null
life sadness,Null
lift veil,Null
like boss,Null
like life,Null
like product,Null
like role,Null
like start,Null
like structured,Null
limit 10,Null
limit item,Null
line code,Null
lines sit,Null
listen agent,Null
listen concerns,Null
listen government,Null
little laid,Null
little payment,Null
load design,Null
location google,Null
locations accessible,Null
locations make,Null
lol tax,Null
london helpfu,Null
long hrs,Null
long review,Null
long spoon,Null
long uncompensated,Null
longer startup,Null
longer tenure,Null
look associates,Null
look extremely,Null
look nurture,Null
look people,Null
look ways,Null
looking management,Null
looks appealing,Null
loops prevent,Null
lose culture,Null
lose sight,Null
lost insignificant,Null
lost shuffle,Null
lost size,Null
lot challenges,Null
lot decision,Null
lot direction,Null
lot impact,Null
lot improve,Null
lot power,Null
lot stuff,Null
lot thing,Null
lots opportunity,Null
lots teams,Null
lots unexpierienced,Null
love hate,Null
love working,Null
lovely place,Null
low accountability,Null
low efficiency,Null
low impact,Null
low payment,Null
low sometimes,Null
low wages,Null
loyalty transparent,Null
made google,Null
mainly sql,Null
maintain velocity,Null
make couple,Null
make easier,Null
make transferring,Null
make us,Null
maker advice,Null
makes boring,Null
makes excited,Null
makes high,Null
making company,Null
making customers,Null
making genuine,Null
making helpfu,Null
making process,Null
making skills,Null
manage opposed,Null
managed get,Null
management 3rd,Null
management agree,Null
management amazon,Null
management break,Null
management cons,Null
management due,Null
management fast,Null
management feel,Null
management focused,Null
management fun,Null
management gbg,Null
management guys,Null
management instead,Null
management invest,Null
management job,Null
management lacks,Null
management lose,Null
management miscommunication,Null
management must,Null
management nehurye,Null
management okay,Null
management one,Null
management ops,Null
management oversight,Null
management practice,Null
management relationships,Null
management see,Null
management serious,Null
management set,Null
management share,Null
management slow,Null
management solidify,Null
management speak,Null
management streamline,Null
management strict,Null
management things,Null
management thinking,Null
management workspace,Null
manager performance,Null
manager supposed,Null
manager write,Null
managerial community,Null
managerial style,Null
managers advice,Null
managers best,Null
managers constant,Null
managers delay,Null
managers hit,Null
managers lot,Null
managers senior,Null
many acting,Null
many advice,Null
many helpfu,Null
many issues,Null
many processes,Null
many tasks,Null
many ways,Null
mark zuckerberg,Null
massive attention,Null
massive company,Null
match ability,Null
match job,Null
matches ruin,Null
matching helpfu,Null
mathematician helpfu,Null
mattered amazon,Null
may teams,Null
maybe relaxed,Null
meaning happened,Null
means people,Null
mechanical time,Null
meeting extremely,Null
meeting supervisors,Null
meetings work,Null
member lazy,Null
mention improve,Null
mentioned helpfu,Null
mentor moving,Null
mentoring employees,Null
merit alone,Null
merit favoritism,Null
metaphorically speaking,Null
metrics helpful,Null
metrics leadership,Null
micromanaged helpful,Null
middle upper,Null
might feel,Null
might update,Null
might work,Null
million documents,Null
millions advice,Null
mind moment,Null
mind right,Null
minimal health,Null
minimal politics,Null
minority groups,Null
minutes helpfu,Null
miscommunication ambassadors,Null
misinformation helpfu,Null
miss bias,Null
miss good,Null
mistakes floor,Null
moment advice,Null
momentum together,Null
money alone,Null
monotonous sometimes,Null
months like,Null
morale advice,Null
motivation helpfu,Null
mouthing public,Null
move certain,Null
moves quickly,Null
moves slower,Null
moving expenses,Null
moving tough,Null
much add,Null
much advice,Null
much could,Null
much downtime,Null
much greater,Null
much overtime,Null
much past,Null
much people,Null
much reliance,Null
much social,Null
much stress,Null
much turnover,Null
much werk,Null
multiple conversations,Null
multiple lines,Null
multiple locations,Null
multiple things,Null
must focus,Null
nah pretty,Null
narrow focused,Null
narrow tight,Null
nearly three,Null
need add,Null
need big,Null
need bigger,Null
need evaluated,Null
need give,Null
need listen,Null
need manage,Null
need patient,Null
need time,Null
need transparent,Null
needed open,Null
needs change,Null
needs paid,Null
needs train,Null
negative helpfu,Null
negatives helpfu,Null
nehurye helpfu,Null
netflix costumer,Null
netflix felt,Null
netflix recently,Null
netflix right,Null
netflix technology,Null
never boring,Null
never forget,Null
never let,Null
never use,Null
never want,Null
new call,Null
new interesting,Null
new launch,Null
new talent,Null
news company,Null
nice hearing,Null
nice work,Null
nimble helpful,Null
nimbleness scale,Null
non carborundum,Null
non competitive,Null
non think,Null
none moment,Null
none place,Null
normal regard,Null
nothing end,Null
nothing pops,Null
noticed advice,Null
number helpfu,Null
numbers agents,Null
nurture careers,Null
nurture team,Null
obviously tell,Null
offered canada,Null
office also,Null
office helpfu,Null
offices multiple,Null
often advice,Null
often journey,Null
often many,Null
